student_id;name;surname;email;phone_number;program_name;semester;study_mode
ac3de595-7857-476f-b9b9-06dd5d21211c;Name_47;Surname_47;student47@example.com;+48 947 838 123;Program_47;3;Part-time
6ae4d1d5-5759-4b2d-b178-cd5275b5af91;Name_48;Surname_48;student48@example.com;+48 332 168 796;Program_48;7;Full-time
70ae7f6c-837a-4429-9535-da0e47e195a4;Name_49;Surname_49;student49@example.com;+48 899 127 133;Program_49;9;Part-time
bc6d4b71-068a-4bf3-9f23-38e8340f7a2e;Name_50;Surname_50;student50@example.com;+48 384 473 757;Program_50;1;Full-time
3ba5bf18-0644-425c-b70c-744913423ce1;Name_51;Surname_51;student51@example.com;+48 947 264 981;Program_51;3;Part-time
ed497422-e8e8-4f65-a489-05adaf1cda9f;Name_52;Surname_52;student52@example.com;+48 782 562 555;Program_52;4;Full-time
63e01624-44b6-409b-b7b2-4df33fe8e0f4;Name_53;Surname_53;student53@example.com;+48 100 511 392;Program_53;8;Full-time
108572d1-b795-425b-9a1c-507c106cf0c0;Name_54;Surname_54;student54@example.com;+48 578 268 176;Program_54;3;Full-time
f22660d1-db76-41b6-97d4-6b15bda6a0c1;Name_55;Surname_55;student55@example.com;+48 825 968 870;Program_55;9;Part-time
76a3e442-b9ba-4735-a5bc-34d0a1717896;Name_56;Surname_56;student56@example.com;+48 307 288 463;Program_56;7;Part-time
19230e02-1dc0-469d-99a6-a9ed16ad5b0f;Name_57;Surname_57;student57@example.com;+48 636 101 807;Program_57;5;Full-time
a0faa0b6-4c25-429d-b56f-7699901cab2f;Name_58;Surname_58;student58@example.com;+48 335 459 851;Program_58;9;Part-time
e589c3e2-df6c-43f7-aedd-b71ded1e9db5;Name_59;Surname_59;student59@example.com;+48 125 189 967;Program_59;6;Full-time
e8138890-3c30-4358-a1fb-cdf2969012dd;Name_60;Surname_60;student60@example.com;+48 166 848 876;Program_60;2;Part-time
5f5a26e5-f4db-49de-8847-f3bd58e04f57;Name_61;Surname_61;student61@example.com;+48 212 893 310;Program_61;8;Part-time
c8c3dfee-bf71-42cc-bcc9-730e622fc6ac;Name_62;Surname_62;student62@example.com;+48 672 367 434;Program_62;4;Part-time
cf1825b4-f3ee-4582-8d8b-9aee0783d808;Name_63;Surname_63;student63@example.com;+48 171 845 601;Program_63;4;Part-time
d3a66338-14e5-4f5b-88a5-88fa569268b1;Name_64;Surname_64;student64@example.com;+48 785 322 540;Program_64;10;Full-time
079dc384-458b-42fa-bce5-cd272ddb7b10;Name_65;Surname_65;student65@example.com;+48 986 330 570;Program_65;1;Full-time
6de31d7f-b557-4e71-b623-9a3577ab7adf;Name_66;Surname_66;student66@example.com;+48 799 543 615;Program_66;5;Full-time
43f6a0b1-bc15-4134-a3bf-afa6f19cc721;Name_67;Surname_67;student67@example.com;+48 629 158 854;Program_67;7;Full-time
c29988ff-3507-42cf-98c0-1675a29bfc52;Name_68;Surname_68;student68@example.com;+48 881 235 951;Program_68;9;Full-time
6396017d-847b-4758-9030-146c0d243ad0;Name_69;Surname_69;student69@example.com;+48 433 399 570;Program_69;8;Full-time
2c2b0c93-148d-4b16-b231-5d60128b01bf;Name_70;Surname_70;student70@example.com;+48 714 151 169;Program_70;6;Part-time
2e6e3faa-b63d-4bb1-9649-d7c926a0a2fe;Name_71;Surname_71;student71@example.com;+48 670 751 416;Program_71;6;Part-time
ab2cd31f-1953-44d1-af5f-052157712fb9;Name_72;Surname_72;student72@example.com;+48 644 172 968;Program_72;3;Part-time
23683dc8-c0ea-457c-a9b8-a76fbfeef78d;Name_73;Surname_73;student73@example.com;+48 990 664 169;Program_73;8;Full-time
498cf977-d244-44f7-8c71-66e17e471a07;Name_74;Surname_74;student74@example.com;+48 283 348 874;Program_74;2;Part-time
aac39b94-3790-4fbc-9921-c2e305b1a111;Name_75;Surname_75;student75@example.com;+48 963 639 215;Program_75;1;Part-time
83f5b49b-8a11-448f-93c2-f99277e47f6c;Name_76;Surname_76;student76@example.com;+48 517 139 333;Program_76;1;Full-time
cd1b6504-1379-494f-9bf3-867d37f23e5a;Name_77;Surname_77;student77@example.com;+48 948 895 380;Program_77;3;Part-time
700b14bb-7583-4ce8-a037-1e108c876942;Name_78;Surname_78;student78@example.com;+48 332 515 582;Program_78;5;Full-time
9461c277-52eb-44a1-b832-b223469a478b;Name_79;Surname_79;student79@example.com;+48 848 774 421;Program_79;5;Part-time
9e8ff401-6afa-4fa0-891d-48329c23c1b6;Name_80;Surname_80;student80@example.com;+48 868 925 823;Program_80;9;Part-time
099db3d3-7cce-45ad-926a-45d587784df4;Name_81;Surname_81;student81@example.com;+48 426 844 470;Program_81;7;Part-time
55e81164-4b50-4237-8627-fa3a4c7aa6fa;Name_82;Surname_82;student82@example.com;+48 283 224 869;Program_82;3;Part-time
7c042a71-89b4-4a4e-8c25-08343aca363b;Name_83;Surname_83;student83@example.com;+48 119 456 892;Program_83;1;Full-time
d03797e6-0788-4f59-8a88-e4ad437426b5;Name_84;Surname_84;student84@example.com;+48 567 755 328;Program_84;1;Full-time
9cd29563-869f-424c-a46b-a5adf3c2624c;Name_85;Surname_85;student85@example.com;+48 439 412 560;Program_85;3;Part-time
553f44b7-4fea-461e-93e3-a1c267d2dcf0;Name_86;Surname_86;student86@example.com;+48 504 705 550;Program_86;4;Full-time
0b86f870-9808-4f90-9101-03eea17d21ba;Name_87;Surname_87;student87@example.com;+48 701 324 714;Program_87;6;Part-time
f4d5d986-9d8a-4819-af8d-72121382c2bc;Name_88;Surname_88;student88@example.com;+48 740 362 986;Program_88;10;Full-time
36b24489-277a-4f43-a6d6-a048703a3092;Name_89;Surname_89;student89@example.com;+48 844 784 245;Program_89;6;Full-time
bebe3cf7-cf0e-4049-95c8-b397ba64fe36;Name_90;Surname_90;student90@example.com;+48 577 888 635;Program_90;7;Full-time
7111fed4-af4c-4c3e-89ed-88d8b95b9f1c;Name_91;Surname_91;student91@example.com;+48 927 475 419;Program_91;8;Full-time
bd48279f-7645-4511-9817-712f7aaffc6f;Name_92;Surname_92;student92@example.com;+48 402 705 476;Program_92;3;Part-time
99cc03af-c36d-4633-b86e-68452c44a57d;Name_93;Surname_93;student93@example.com;+48 808 542 963;Program_93;9;Part-time
2b325a38-db47-4b48-b1f0-08c086f9fdf9;Name_94;Surname_94;student94@example.com;+48 494 153 961;Program_94;4;Full-time
5429e1e0-838c-460a-bf9d-666f86fdf6bb;Name_95;Surname_95;student95@example.com;+48 560 561 576;Program_95;5;Part-time
fca4452b-2945-4fc7-bfea-faa9746a6380;Name_96;Surname_96;student96@example.com;+48 513 779 693;Program_96;10;Full-time
65ddb4cb-c2ae-49d4-929e-2b733b81ea18;Name_97;Surname_97;student97@example.com;+48 675 219 958;Program_97;6;Part-time
a1a3ad88-5908-4042-8aec-6436424324f3;Name_98;Surname_98;student98@example.com;+48 646 531 106;Program_98;9;Full-time
7fcac10c-a07c-4206-a79e-5c60b194c627;Name_99;Surname_99;student99@example.com;+48 146 771 917;Program_99;4;Full-time
58289ab1-8abd-4471-8b79-037af46074f7;Name_100;Surname_100;student100@example.com;+48 469 876 187;Program_100;8;Full-time
0bde453e-f0b2-4eb0-9ecc-efe8dff47cda;Name_101;Surname_101;student101@example.com;+48 693 726 921;Program_101;7;Full-time
837e2a6e-7f94-47ee-80d3-c1df5f983460;Name_102;Surname_102;student102@example.com;+48 738 660 357;Program_102;7;Full-time
d4176b0a-0c0a-4491-9f30-a30e24db3101;Name_103;Surname_103;student103@example.com;+48 934 314 414;Program_103;7;Part-time
54020247-229e-4310-97ba-66ae1bd78edd;Name_104;Surname_104;student104@example.com;+48 199 492 618;Program_104;2;Part-time
0bcdd8f1-f959-44cf-b30b-94acd0c0daa2;Name_105;Surname_105;student105@example.com;+48 664 451 359;Program_105;4;Part-time
14441387-a759-4328-99e6-e8fda3f5c5e3;Name_106;Surname_106;student106@example.com;+48 209 168 510;Program_106;5;Full-time
baa1a391-9c92-4495-bdb1-ed9eb35fb8c8;Name_107;Surname_107;student107@example.com;+48 901 254 353;Program_107;3;Full-time
daf6c4c7-fbe1-4bad-b099-4a3392b9b409;Name_108;Surname_108;student108@example.com;+48 695 934 967;Program_108;7;Part-time
5a22aac4-dc0f-49dd-bbdd-c3d2b439efbc;Name_109;Surname_109;student109@example.com;+48 673 555 336;Program_109;2;Full-time
98ce404e-26c1-45da-bed8-f66fb4fa3477;Name_110;Surname_110;student110@example.com;+48 541 720 529;Program_110;8;Part-time
e6d26290-4f8a-4d6c-a111-eebbb8de0ad2;Name_111;Surname_111;student111@example.com;+48 859 324 224;Program_111;8;Full-time
68f39a3c-4776-43e8-abf5-7a07aea8390d;Name_112;Surname_112;student112@example.com;+48 348 477 117;Program_112;7;Part-time
8da7608a-8e86-4794-9cc8-b46321684d8e;Name_113;Surname_113;student113@example.com;+48 587 692 919;Program_113;6;Part-time
432b7ff3-ac4b-4d9b-925c-c1af23c9901f;Name_114;Surname_114;student114@example.com;+48 953 425 916;Program_114;4;Part-time
af7d5e1e-4772-4f06-aa80-5372d1580462;Name_115;Surname_115;student115@example.com;+48 853 339 802;Program_115;8;Full-time
e3b63126-d373-4bba-8ab0-63d8da80d6ac;Name_116;Surname_116;student116@example.com;+48 314 796 207;Program_116;3;Full-time
2ec981fd-ce1d-44d6-b4a9-566a30116c58;Name_117;Surname_117;student117@example.com;+48 134 551 259;Program_117;6;Part-time
c84f90e7-a130-4ff2-8845-17bf02ed79ee;Name_118;Surname_118;student118@example.com;+48 416 688 484;Program_118;7;Part-time
23ecd051-5395-493e-b106-cc4d013830cf;Name_119;Surname_119;student119@example.com;+48 320 752 694;Program_119;5;Full-time
8ef0c2dc-8833-4e6f-b176-e3a354c5a2ad;Name_120;Surname_120;student120@example.com;+48 948 769 713;Program_120;5;Part-time
b5666f2a-66f9-4ee4-a626-e5020deb8f46;Name_121;Surname_121;student121@example.com;+48 806 106 789;Program_121;3;Part-time
47604754-b571-43e1-871f-2af190bb9600;Name_122;Surname_122;student122@example.com;+48 382 358 538;Program_122;9;Full-time
1a32338c-a474-45f5-8b37-6aac79e2fec1;Name_123;Surname_123;student123@example.com;+48 781 660 486;Program_123;6;Part-time
c9339bdf-720b-46b8-8c4c-fdb6ac016f41;Name_124;Surname_124;student124@example.com;+48 422 847 755;Program_124;10;Part-time
3fb9068e-f465-4a7c-9786-0e7ea3d6e0c7;Name_125;Surname_125;student125@example.com;+48 732 264 516;Program_125;3;Part-time
4f0c8b14-686c-4a56-9049-79b18aba1c94;Name_126;Surname_126;student126@example.com;+48 700 341 760;Program_126;7;Full-time
d9437632-aad9-4c9b-be33-9437895ea363;Name_127;Surname_127;student127@example.com;+48 469 172 325;Program_127;1;Full-time
9b4d24eb-2b05-4396-bcfd-89f0a11be4d6;Name_128;Surname_128;student128@example.com;+48 205 981 250;Program_128;8;Full-time
4dec4178-f368-4c8f-b2d5-919edcd069ea;Name_129;Surname_129;student129@example.com;+48 731 545 404;Program_129;3;Full-time
668670e0-8f53-49a0-85b6-855fa3579142;Name_130;Surname_130;student130@example.com;+48 201 326 831;Program_130;6;Full-time
907ddfbc-e54a-4d49-b07d-d7f04783d9a9;Name_131;Surname_131;student131@example.com;+48 298 138 373;Program_131;4;Part-time
a10a2465-003f-4ba7-9800-b66b5a8c49c0;Name_132;Surname_132;student132@example.com;+48 872 442 899;Program_132;8;Full-time
c911864e-f55e-40e6-b645-fee8731296af;Name_133;Surname_133;student133@example.com;+48 671 838 396;Program_133;6;Full-time
eeaed39d-8929-41cf-a0f0-f47d734ccd26;Name_134;Surname_134;student134@example.com;+48 969 215 251;Program_134;8;Part-time
32a6153d-bf05-4169-878c-72fba6a8dff5;Name_135;Surname_135;student135@example.com;+48 984 978 389;Program_135;10;Full-time
daf26b91-a973-46ad-9e1d-569c7946f4c9;Name_136;Surname_136;student136@example.com;+48 689 205 520;Program_136;1;Full-time
87d82863-7500-42d0-b2f8-c61391e7d124;Name_137;Surname_137;student137@example.com;+48 259 576 268;Program_137;8;Full-time
58031c7f-b04d-4ac0-be59-1e2175df0b17;Name_138;Surname_138;student138@example.com;+48 953 895 603;Program_138;2;Part-time
04e6a338-96ca-4b03-b0ba-6f3b84fca294;Name_139;Surname_139;student139@example.com;+48 256 938 415;Program_139;1;Full-time
d5d936dc-994c-4eb5-b0c1-cf3776ea0fb4;Name_140;Surname_140;student140@example.com;+48 843 529 649;Program_140;6;Full-time
6fd6cdec-e413-4975-9a23-24cb74434b84;Name_141;Surname_141;student141@example.com;+48 263 443 207;Program_141;2;Full-time
02cf48b1-4e9b-48d5-8753-6c9476a10d34;Name_142;Surname_142;student142@example.com;+48 822 303 691;Program_142;1;Part-time
a1f37a97-5576-4ef0-8d42-a8c43f9bbbe8;Name_143;Surname_143;student143@example.com;+48 862 587 874;Program_143;7;Full-time
7d3bbc87-6f36-410d-ac62-809abbeab2df;Name_144;Surname_144;student144@example.com;+48 539 812 537;Program_144;4;Full-time
788e9ba1-5032-4cec-b7cf-46a602b7013b;Name_145;Surname_145;student145@example.com;+48 508 946 391;Program_145;1;Part-time
53d8ef3f-697a-40be-855a-c39115550ca7;Name_146;Surname_146;student146@example.com;+48 156 268 245;Program_146;3;Full-time
2998ff9e-dc38-4587-8967-cad79028f2b9;Name_147;Surname_147;student147@example.com;+48 980 386 750;Program_147;6;Full-time
95712089-bf69-420c-8937-e4232c36688a;Name_148;Surname_148;student148@example.com;+48 502 468 910;Program_148;6;Full-time
712cddf8-6fb0-438f-b8fc-8b3798a08dd8;Name_149;Surname_149;student149@example.com;+48 335 868 827;Program_149;3;Full-time
00e5add5-c8a4-48c4-a8ae-c554365061ae;Name_150;Surname_150;student150@example.com;+48 672 958 761;Program_150;9;Full-time
b26fce9c-70fb-4dcb-ae25-1a8e279cb6a6;Name_151;Surname_151;student151@example.com;+48 663 276 229;Program_151;3;Full-time
a0d641f1-0490-48a5-9360-9e4875837f76;Name_152;Surname_152;student152@example.com;+48 955 617 115;Program_152;5;Part-time
7c2b0fff-2519-4d02-a98d-eeb7a1261ef8;Name_153;Surname_153;student153@example.com;+48 795 996 483;Program_153;7;Full-time
ae55e138-7739-4bda-b2b7-d61d0e1eb5aa;Name_154;Surname_154;student154@example.com;+48 949 469 373;Program_154;1;Part-time
8b1619fa-1980-4668-b5db-3ef2901b560a;Name_155;Surname_155;student155@example.com;+48 258 678 348;Program_155;7;Full-time
4b841d0c-f20b-4de8-85a2-4dd4cea530c8;Name_156;Surname_156;student156@example.com;+48 282 473 121;Program_156;10;Part-time
79a7d7e4-84af-444e-9c86-dd898b6076b4;Name_157;Surname_157;student157@example.com;+48 121 648 870;Program_157;8;Part-time
3857e08b-6d58-47b0-8968-ea9ae79e4704;Name_158;Surname_158;student158@example.com;+48 626 459 317;Program_158;8;Full-time
aa8fc4b8-6556-43ae-857c-167b94eeae1c;Name_159;Surname_159;student159@example.com;+48 117 524 561;Program_159;6;Full-time
6bfda14e-5a52-40e9-bcf9-0c5962d86e47;Name_160;Surname_160;student160@example.com;+48 699 912 843;Program_160;6;Part-time
698e95ee-adb3-4163-a073-509db54c37f4;Name_161;Surname_161;student161@example.com;+48 708 488 653;Program_161;4;Part-time
0ffab0d2-493a-4bb3-a8eb-66a31b52be52;Name_162;Surname_162;student162@example.com;+48 994 506 692;Program_162;8;Part-time
418a9333-1dd4-4c39-aa8a-562c2901dc1b;Name_163;Surname_163;student163@example.com;+48 521 596 409;Program_163;2;Part-time
fd06b84c-45c7-4d44-abbc-31fb7aca419f;Name_164;Surname_164;student164@example.com;+48 338 688 886;Program_164;8;Part-time
487c26ab-e106-4344-83bc-241c062d81f8;Name_165;Surname_165;student165@example.com;+48 501 501 954;Program_165;9;Part-time
44414286-e549-4346-b748-92da1d8be449;Name_166;Surname_166;student166@example.com;+48 765 272 240;Program_166;3;Part-time
6a641f55-21cd-4f62-ad6a-c3a26fd9835a;Name_167;Surname_167;student167@example.com;+48 321 511 986;Program_167;4;Full-time
52fb0db5-48b6-4658-8ce2-cb3e0aa9003a;Name_168;Surname_168;student168@example.com;+48 417 230 119;Program_168;4;Full-time
08a60ac0-a3ca-4d67-9c9a-d8b8680f8abe;Name_169;Surname_169;student169@example.com;+48 872 557 685;Program_169;4;Part-time
320b8965-46cd-407b-ae77-a676f98476d8;Name_170;Surname_170;student170@example.com;+48 795 212 693;Program_170;9;Part-time
1e00367c-4e4a-4cdb-8dcf-4702041d45c5;Name_171;Surname_171;student171@example.com;+48 627 967 594;Program_171;3;Full-time
9a80ac37-2ceb-498d-99ab-d41daa684509;Name_172;Surname_172;student172@example.com;+48 552 333 163;Program_172;7;Part-time
7a759806-904a-49ef-8069-3cc4b14a982c;Name_173;Surname_173;student173@example.com;+48 597 928 529;Program_173;10;Full-time
141cad45-2786-4e2d-9033-248f1386563d;Name_174;Surname_174;student174@example.com;+48 448 704 954;Program_174;2;Full-time
2c99f5ca-5b3b-4fd2-8cf3-0186185c684b;Name_175;Surname_175;student175@example.com;+48 617 702 664;Program_175;5;Part-time
be24b115-9ec3-41ea-a376-341bae9febd1;Name_176;Surname_176;student176@example.com;+48 595 127 434;Program_176;8;Part-time
598d482a-63c2-4d8e-9c5e-b105a51c00e4;Name_177;Surname_177;student177@example.com;+48 349 499 657;Program_177;3;Full-time
f1f47ee5-8430-4287-8e98-1ee5b77e4c74;Name_178;Surname_178;student178@example.com;+48 823 824 655;Program_178;9;Full-time
cb8f02c3-02f2-4e91-8d2b-9aecdb4fa8d8;Name_179;Surname_179;student179@example.com;+48 946 174 947;Program_179;5;Full-time
1893c870-17db-498e-810d-6e910bf88217;Name_180;Surname_180;student180@example.com;+48 564 302 389;Program_180;2;Full-time
151e5edd-c7ee-424f-b62c-bcf67d8b036f;Name_181;Surname_181;student181@example.com;+48 144 972 759;Program_181;6;Part-time
b48e0aba-d976-41cc-b752-1c07f82fa693;Name_182;Surname_182;student182@example.com;+48 708 776 343;Program_182;2;Full-time
4e6fa32b-bff0-40e5-ada0-e8a6e2e9ddcf;Name_183;Surname_183;student183@example.com;+48 485 515 520;Program_183;2;Part-time
b119da05-5299-43ae-87cd-5f60b8ff7cde;Name_184;Surname_184;student184@example.com;+48 885 181 704;Program_184;5;Part-time
bf121ff5-76ae-4496-9770-e7df7fa72654;Name_185;Surname_185;student185@example.com;+48 675 803 504;Program_185;8;Part-time
3fe99267-3363-45f8-90dd-8349f1bc1d74;Name_186;Surname_186;student186@example.com;+48 792 696 684;Program_186;10;Part-time
40153973-64fe-4b52-8887-3870a6a8327b;Name_187;Surname_187;student187@example.com;+48 804 878 192;Program_187;10;Full-time
a1650fa7-fd4b-402e-bb9c-fb50d7380aa0;Name_188;Surname_188;student188@example.com;+48 862 388 532;Program_188;8;Full-time
400cb05f-84c5-4756-98bb-c4e95f30e64f;Name_189;Surname_189;student189@example.com;+48 976 991 296;Program_189;7;Part-time
4aa9082a-3712-4237-8296-db894cfca198;Name_190;Surname_190;student190@example.com;+48 115 253 508;Program_190;4;Part-time
dd8b9a4e-a29c-4d2d-b3f7-2ad8b243c95c;Name_191;Surname_191;student191@example.com;+48 927 510 876;Program_191;1;Part-time
6fb854c5-9b56-4252-8934-5270ec778466;Name_192;Surname_192;student192@example.com;+48 412 155 157;Program_192;2;Part-time
0373130c-1b88-4fff-b9e1-ff70e6ba4114;Name_193;Surname_193;student193@example.com;+48 332 746 734;Program_193;2;Full-time
243844a5-e58b-4646-b28d-ad5e9b21cfbd;Name_194;Surname_194;student194@example.com;+48 956 979 967;Program_194;7;Full-time
4d2c4865-f286-404f-981f-fa816d79a0af;Name_195;Surname_195;student195@example.com;+48 195 557 157;Program_195;2;Full-time
9dbb4296-baed-45e8-a8d2-d063b142cdc5;Name_196;Surname_196;student196@example.com;+48 307 222 695;Program_196;7;Full-time
f0f0a4bb-8c41-443d-83f2-1d2d0ce26959;Name_197;Surname_197;student197@example.com;+48 213 249 632;Program_197;9;Full-time
0bf49ab3-c8f3-4b05-bf0e-edfd53dde1d0;Name_198;Surname_198;student198@example.com;+48 916 380 218;Program_198;4;Part-time
1761d367-ffa6-4273-8765-dc45cb36bae6;Name_199;Surname_199;student199@example.com;+48 241 973 683;Program_199;7;Part-time
e9ac4905-165f-4555-b828-e783806077b4;Name_200;Surname_200;student200@example.com;+48 681 489 208;Program_200;2;Full-time
7fb75cd2-c2ff-43bd-ae5b-1ffa6288f19d;Name_201;Surname_201;student201@example.com;+48 854 255 418;Program_201;10;Part-time
770d88cb-b5b2-4a21-8040-7ca5a5e65662;Name_202;Surname_202;student202@example.com;+48 494 593 177;Program_202;6;Part-time
1620c0f3-d016-4290-a392-2449a6ce0fff;Name_203;Surname_203;student203@example.com;+48 633 783 718;Program_203;6;Part-time
17b26854-81c2-48b1-9702-d4d41b93cd52;Name_204;Surname_204;student204@example.com;+48 639 709 431;Program_204;10;Full-time
dfa9e595-87fc-4b77-a5ab-e3733702d990;Name_205;Surname_205;student205@example.com;+48 595 914 272;Program_205;9;Part-time
8ff6e154-3965-4566-bd07-5aca79f01247;Name_206;Surname_206;student206@example.com;+48 227 801 567;Program_206;7;Part-time
badfb193-68f9-4480-ac65-6fc99f597adb;Name_207;Surname_207;student207@example.com;+48 460 125 430;Program_207;8;Part-time
c2342eac-fca0-49c0-96ef-a769e2043ebb;Name_208;Surname_208;student208@example.com;+48 580 231 867;Program_208;1;Part-time
e0e9c5bd-982f-40d2-99ae-71ab5ae51016;Name_209;Surname_209;student209@example.com;+48 516 363 776;Program_209;7;Full-time
f05a413e-8910-4634-96ae-c1b37f1c70fd;Name_210;Surname_210;student210@example.com;+48 586 473 619;Program_210;6;Part-time
e934bdd1-6d58-4e15-9d2f-8ef3496042d7;Name_211;Surname_211;student211@example.com;+48 235 322 572;Program_211;9;Part-time
